COD_CURSO;COD_DISCIPLINA;COD_TURMA;HR_INICIO;NOME_DISCIPLINA;VAGAS_OFERECIDAS;VAGAS_OCUPADAS;DIA_SEMANA;HR_FIM;TIPO_AULA;NUM_SALA
GMEC;GMEC7008;130391;10:50:00;MECÂNICA DOS FLUIDOS;25;25;TER;12:35:00;Teórica;E-307
GMEC;GMEC7008;130391;08:50:00;MECÂNICA DOS FLUIDOS;25;25;QUA;10:45:00;Teórica;E-307
GMEC;GMEC7008;130392;13:35:00;MECÂNICA DOS FLUIDOS;25;25;SEG;15:20:00;Prática;L-34
GMEC;GMEC7008;130392;10:50:00;MECÂNICA DOS FLUIDOS;25;25;TER;12:35:00;Teórica;E-307
GMEC;GMEC7008;130392;08:50:00;MECÂNICA DOS FLUIDOS;25;25;QUA;10:45:00;Teórica;E-307
AMB;GMEC9222;130005;19:10:00;MECÂNICA DOS FLUIDOS E HIDRÁULICA;20;21;QUI;22:40:00;Teórica;A-303
GCIV;GCIV8604;750004;18:20:00;MECÂNICA DOS SOLOS I;40;34;SEG;20:00:00;Teórica;D-216
GCIV;GCIV8604;750004;19:10:00;MECÂNICA DOS SOLOS I;40;34;SEX;21:50:00;Teórica;D-214
GCIV;GCIV8705;760006;17:25:00;MECÂNICA DOS SOLOS II;40;40;SEX;19:10:00;Teórica;E-301
GCIV;GCIV8705;760006;20:00:00;MECÂNICA DOS SOLOS II;40;40;SEG;21:50:00;Teórica;D-216
GCIV;GCIV8303;720016;17:25:00;MECÂNICA GERAL;40;30;SEX;20:00:00;Teórica;PAV2/P222
GAUT;GMEC7003;652020;17:25:00;MECÂNICA GERAL;70;39;SEX;20:00:00;Prática;E-307
GEL;GMEC7003;222199;17:25:00;MECÂNICA GERAL;25;25;SEX;20:00:00;Teórica;E-307
GELT;GMEC7003;322199;17:25:00;MECÂNICA GERAL;25;17;SEX;20:00:00;Teórica;E-307
GPROD;GMEC7003;420067;07:00:00;MECÂNICA GERAL;60;47;TER;08:45:00;Teórica;H-103
GPROD;GMEC7003;420067;07:00:00;MECÂNICA GERAL;60;47;QUA;08:45:00;Teórica;H-102
GTEL;GMEC7003;520211;17:25:00;MECÂNICA GERAL;50;10;SEX;20:00:00;Teórica;E-307
GMEC;GMEC7101;140449;10:50:00;MECANISMOS;50;43;TER;12:35:00;Teórica;E-303
GMEC;GMEC7101;140449;10:50:00;MECANISMOS;50;43;QUA;12:35:00;Teórica;L-35
GAUT;GELE7162;655043;14:30:00;MEDIDAS ELÉTRICAS E MAGNÉTICAS;10;5;QUI;17:20:00;Teórica;H-103
GELT;GELE7162;362550;14:30:00;MEDIDAS ELÉTRICAS E MAGNÉTICAS;25;9;QUI;17:20:00;Teórica;H-103
GEL;GELE7162;262550;14:30:00;MEDIDAS ELÉTRICAS E MAGNÉTICAS;10;8;QUI;17:20:00;Teórica;H-103
GTEL;GELE7162;562550;14:30:00;MEDIDAS ELÉTRICAS E MAGNÉTICAS;7;6;QUI;17:20:00;Teórica;H-103
GEL;GELE7084;272552;19:10:00;MEDIDAS EM SISTEMAS DE ENERGIA;25;10;SEX;20:50:00;Prática;L-34
GEL;GELE7084;272552;18:20:00;MEDIDAS EM SISTEMAS DE ENERGIA;25;10;SEX;19:10:00;Teórica;L-34
GMEC;GMEC7302;150538;10:50:00;METALOGRAFIA E TRATAMENTOS TÉRMICOS I;25;25;SEG;12:35:00;Prática;LAB 5
GMEC;GMEC7302;150538;07:00:00;METALOGRAFIA E TRATAMENTOS TÉRMICOS I;25;25;TER;08:45:00;Teórica;L-35
GMEC;GMEC7302;150539;12:40:00;METALOGRAFIA E TRATAMENTOS TÉRMICOS I;25;20;SEG;14:25:00;Prática;LAB 5
GMEC;GMEC7302;150539;07:00:00;METALOGRAFIA E TRATAMENTOS TÉRMICOS I;25;20;TER;08:45:00;Teórica;L-35
GMEC;GMEC7303;160594;07:00:00;METALOGRAFIA E TRATAMENTOS TÉRMICOS II;40;40;TER;08:45:00;Teórica;E-305
GMEC;GMEC7303;160594;10:50:00;METALOGRAFIA E TRATAMENTOS TÉRMICOS II;40;40;QUA;12:35:00;Prática;L-22
GMEC;GMEC7613;100001;07:00:00;METALURGIA DA SOLDAGEM I;30;25;QUA;09:40:00;Teórica;
GMEC;GMEC7614;100002;07:00:00;METALURGIA DA SOLDAGEM II;30;7;TER;09:40:00;Teórica;
GCIV;GCIV8203;710006;18:20:00;METODOLOGIA CIENTÍFICA;45;38;SEG;20:00:00;Teórica;D-204
GAUT;GEDA7401;651010;16:30:00;METODOLOGIA CIENTÍFICA;50;13;SEG;18:15:00;Teórica;H-101
BCC;GCC1523;951523;18:20:00;METODOLOGIA CIENTÍFICA;25;11;SEX;20:00:00;Teórica;PAV1LAB02
GELT;GEDA7401;312172;16:30:00;METODOLOGIA CIENTÍFICA;50;12;SEG;18:15:00;Teórica;H-101
GEL;GEDA7401;212172;16:30:00;METODOLOGIA CIENTÍFICA;50;11;SEG;18:15:00;Teórica;H-101
GMEC;GEDA7401;110256;10:50:00;METODOLOGIA CIENTÍFICA;60;42;QUA;12:35:00;Teórica;E-307
GPROD;GEDA7401;410005;10:50:00;METODOLOGIA CIENTÍFICA;50;48;SEX;12:35:00;Teórica;H-104
GTEL;GEDA7401;510165;16:30:00;METODOLOGIA CIENTÍFICA;50;11;SEG;18:15:00;Teórica;H-101
WEB;GTSI1424;640018;18:20:00;METODOLOGIA CIENTÍFICA;25;24;SEX;20:00:00;Teórica;PAV1LAB02
GPROD;GEXT7712;430077;09:55:00;MÉTODOS ESTATÍSTICOS;50;36;TER;12:35:00;Teórica;L-22
GMEC;GMEC7402;140430;07:00:00;METROLOGIA;15;6;QUA;08:45:00;Teórica;E-303
GMEC;GMEC7402;140430;08:50:00;METROLOGIA;15;6;QUI;10:45:00;Prática;Metrologia
GMEC;GMEC7402;140473;07:00:00;METROLOGIA;20;18;QUA;08:45:00;Teórica;E-303
GMEC;GMEC7402;140473;10:50:00;METROLOGIA;20;18;QUI;12:35:00;Prática;Metrologia
GMEC;GMEC7402;140481;07:00:00;METROLOGIA;20;20;QUA;08:45:00;Teórica;E-303
GMEC;GMEC7402;140481;07:00:00;METROLOGIA;20;20;QUI;08:45:00;Prática;Metrologia
AMB;GFSQ9206;130017;19:10:00;MICROBIOLOGIA;60;21;SEX;22:40:00;Teórica;A-301
GLEA;GADM7708;010018;12:40:00;MICROECONOMIA;40;18;TER;15:30:00;Teórica;L-23
WEB;GADM7708;600006;15:35:00;MICROECONOMIA;5;2;QUA;18:15:00;Teórica;CAMPIII102
GELT;GELE7319;372559;14:30:00;MICROELETRÔNICA;25;6;SEG;16:25:00;Teórica;SALA E-214
GELT;GELE7319;372559;16:30:00;MICROELETRÔNICA;25;6;SEG;18:15:00;Prática;SALA E-214
GTEL;GELE7282;570525;15:35:00;MICROONDAS;50;9;QUI;18:15:00;Teórica;CAMPIII202
GAUT;GELE7185;655045;19:11:00;MICROPROCESSADORES I;20;7;TER;20:51:00;Prática;
GAUT;GELE7185;655045;17:25:00;MICROPROCESSADORES I;20;7;TER;19:10:00;Teórica;LAB-1
GELT;GELE7185;352446;17:25:00;MICROPROCESSADORES I;25;13;TER;19:10:00;Teórica;PAV01LAB05
GELT;GELE7185;352446;19:11:00;MICROPROCESSADORES I;25;13;TER;20:51:00;Prática;PAV01LAB05
GTEL;GELE7185;552446;17:25:00;MICROPROCESSADORES I;30;4;TER;19:10:00;Teórica;PAV01LAB05
GTEL;GELE7185;552446;19:11:00;MICROPROCESSADORES I;30;4;TER;20:51:00;Prática;PAV01LAB05
GAUT;GELE7194;660076;19:10:00;MICROPROCESSADORES II;10;1;TER;20:50:00;Teórica;H-102
GAUT;GELE7194;660076;19:10:00;MICROPROCESSADORES II;10;1;QUA;20:50:00;Prática;E202
GELT;GELE7194;362553;19:10:00;MICROPROCESSADORES II;25;8;TER;20:50:00;Teórica;H-102
GELT;GELE7194;362553;19:10:00;MICROPROCESSADORES II;25;8;QUA;20:50:00;Prática;SALA E-214
GTEL;GELE7194;562553;19:10:00;MICROPROCESSADORES II;10;7;TER;20:50:00;Teórica;H-102
GTEL;GELE7194;562553;19:10:00;MICROPROCESSADORES II;10;7;QUA;20:50:00;Prática;E202
BCC;GCC1923;991208;14:30:00;MINERAÇÃO DE DADOS;25;2;SEX;18:15:00;Teórica;
WEB;GTSI1497;601497;14:30:00;MINERAÇÃO DE DADOS;25;2;SEX;18:15:00;Teórica;
GPROD;GPRO7700;497700;07:00:00;MODELAGEM DE PROBLEMAS QUANTITATIVOS;10;9;QUI;09:40:00;Teórica;CAMPIII204
GPROD;GPRO7820;490031;17:25:00;MODELAGEM EM ENG. DE PROCESSOS;15;15;SEG;20:00:00;Teórica;E-509
GCIV;GCIV0835;701050;18:20:00;MODELAGEM ESTRUTURAL;20;11;TER;20:00:00;Teórica;D.LABCIVIL
GCIV;GCIV0839;700839;18:20:00;MODELAGEM HIDRÁULICA DE SISTEMAS DE ABASTECIMENTO;30;5;QUI;20:00:00;Teórica;D-218
WEB;GTSI1262;680003;;NEGÓCIOS NA INTERNET;25;8;;;;
GMEC;GMEC7502;130344;07:00:00;NORMALIZAÇÃO E CONFIABILIDADE;50;30;SEG;08:45:00;Teórica;E-303
GMEC;GMEC7502;130344;09:55:00;NORMALIZAÇÃO E CONFIABILIDADE;50;30;TER;10:45:00;Teórica;E-307
GCIV;GCIV0812;700097;18:20:00;OBRAS DE TERRA;20;6;TER;20:00:00;Teórica;D-316
GAUT;GEXT7004;654320;16:30:00;ONDAS;15;15;SEX;18:15:00;Teórica;
GAUT;GEXT7004;654320;14:30:00;ONDAS;15;15;SEX;16:25:00;Prática;CAMPIII102
GEL;GEXT7004;242320;16:30:00;ONDAS;15;15;SEX;18:15:00;Prática;
GEL;GEXT7004;242320;14:30:00;ONDAS;15;15;SEX;16:25:00;Teórica;CAMPIII102
GCIV;GEXT7004;740028;14:30:00;ONDAS;50;50;SEX;16:25:00;Prática;L-21
GCIV;GEXT7004;740028;13:35:00;ONDAS;50;50;QUA;15:20:00;Teórica;H-103
GELT;GEXT7004;342320;14:30:00;ONDAS;15;15;SEX;16:25:00;Teórica;CAMPIII102
GELT;GEXT7004;342320;16:30:00;ONDAS;15;15;SEX;18:15:00;Prática;
GMEC;GEXT7004;140001;07:00:00;ONDAS;50;39;SEG;08:45:00;Prática;L-22
GMEC;GEXT7004;140001;10:50:00;ONDAS;50;39;SEX;12:35:00;Teórica;H-103
GPROD;GEXT7004;440082;08:50:00;ONDAS;50;50;SEG;10:45:00;Teórica;L-22
GPROD;GEXT7004;440082;07:00:00;ONDAS;50;50;QUI;08:45:00;Teórica;L-22
GTEL;GEXT7004;540320;14:30:00;ONDAS;15;15;SEX;16:25:00;Teórica;CAMPIII102
GTEL;GEXT7004;540320;16:30:00;ONDAS;15;15;SEX;18:15:00;Prática;
GLEA;GADM7721;017721;17:25:00;ORÇAMENTO;5;0;QUI;20:00:00;Teórica;E-313
GCIV;GCIV8002;780025;20:00:00;ORÇAMENTO, PLANEJAMENTO E CONTROLE DE OBRAS CIVIS;40;27;SEX;21:50:00;Teórica;D-204
GCIV;GCIV8002;780025;18:20:00;ORÇAMENTO, PLANEJAMENTO E CONTROLE DE OBRAS CIVIS;40;27;TER;20:00:00;Teórica;D-204
BCC;GCC1418;940006;18:20:00;ORGANIZAÇÃO DE ESTRUTURAS DE ARQUIVOS;25;10;SEG;21:50:00;Teórica;LAB-2
WEB;GTSI1443;640003;18:20:00;ORGANIZAÇÃO DE ESTRUTURAS DE ARQUIVOS;25;8;SEG;21:50:00;Teórica;PAV1LAB02
GAUT;GELE7330;656001;14:30:00;OTIMIZAÇÃO;20;6;QUA;17:20:00;Teórica;L-32
GCIV;GCIV0814;790064;18:20:00;PATOLOGIAS EM ESTRUTURA DO CONCRETO;30;6;QUA;20:00:00;Teórica;D-202
GCIV;GCIV0807;700807;18:20:00;PAVIMENTAÇÃO;20;5;QUA;20:00:00;Teórica;D-206
GCIV;GCIV0822;700822;20:00:00;PAVIMENTAÇÃO DE PISTAS DE AEROPORTOS;20;0;QUI;21:50:00;Teórica;D-208
GCIV;GCIV0825;700825;20:00:00;PERÍCIAS E AVALIAÇÕES IMOBILIÁRIA;20;20;QUI;21:50:00;Teórica;D-210
GPROD;GPRO7709;450087;09:55:00;PESQUISA OPERACIONAL I;40;40;QUI;12:35:00;Teórica;H-102
GPROD;GPRO7710;460091;07:00:00;PESQUISA OPERACIONAL II;40;40;SEX;09:40:00;Teórica;H-102
AMB;GEDA9216;130020;20:00:00;PLANEJAMENTO AMBIENTAL;60;12;TER;22:40:00;Teórica;A-301
AMB;GEDA9216;130020;19:10:00;PLANEJAMENTO AMBIENTAL;60;12;SEG;20:00:00;Teórica;A-301
GAUT;GEDA7002;656007;18:20:00;PLANEJAMENTO DA PRODUÇÃO;30;11;QUI;20:50:00;Teórica;H-104
GELT;GEDA7002;342357;18:20:00;PLANEJAMENTO DA PRODUÇÃO;30;11;QUI;20:50:00;Teórica;H-104
GEL;GEDA7002;242357;18:20:00;PLANEJAMENTO DA PRODUÇÃO;30;19;QUI;20:50:00;Teórica;H-104
GMEC;GEDA7002;190613;18:20:00;PLANEJAMENTO DA PRODUÇÃO;35;35;QUI;20:50:00;Teórica;H-104
GTEL;GEDA7002;540340;18:20:00;PLANEJAMENTO DA PRODUÇÃO;30;7;QUI;20:50:00;Teórica;H-104
GPROD;GPRO7813;470094;07:00:00;PLANEJAMENTO DAS INSTALAÇÕES;40;40;QUI;09:40:00;Teórica;E-305
GPROD;GPRO7834;407834;12:50:00;PLANEJAMENTO DE EXPERIMENTOS;15;11;QUI;15:25:00;Teórica;L-24
GPROD;GPRO7805;470092;18:20:00;PLANEJAMENTO E CONTROLE DA PRODUÇÃO I;40;21;QUA;20:00:00;Teórica;E-313
GPROD;GPRO7805;470092;20:00:00;PLANEJAMENTO E CONTROLE DA PRODUÇÃO I;40;21;QUA;21:50:00;Teórica;E-301
GPROD;GPRO7822;490016;18:20:00;PLANEJAMENTO E CONTROLE DA PRODUÇÃO II;40;35;QUI;20:00:00;Teórica;D-318
GPROD;GPRO7822;490016;18:20:00;PLANEJAMENTO E CONTROLE DA PRODUÇÃO II;40;35;SEX;20:00:00;Teórica;D-312
GLEA;GADM7715;010019;12:40:00;PLANEJAMENTO EMPRESARIAL;40;22;SEG;15:30:00;Teórica;CAMPIII203
GPROD;GPRO7851;407851;14:30:00;POLÍTICA E GESTÃO PÚBLICA;15;14;SEX;17:25:00;Teórica;L-32
GCIV;GCIV8803;770011;20:00:00;PORTOS,MEIOS E VIAS NAVEGÁVEIS;40;40;TER;21:50:00;Teórica;D-212
BCC;GCC1629;960010;18:20:00;PRÁTICA EM PESQUISA APLICADA;25;8;QUA;21:50:00;Teórica;PAV1LAB02
WEB;GTSI1303;600064;18:20:00;PRÁTICA EM PESQUISA APLICADA;25;1;QUA;21:40:00;Teórica;PAV1LAB02
GLEA;GADM7764;017764;20:00:00;PRÁTICAS EM RESPONSABILIDADE SOCIOAMBIENTAL;5;0;TER;21:50:00;Teórica;CAMPIII102
GTEL;GELE7271;550421;19:10:00;PRINCÍPIOS DE TELECOMUNICAÇÕES;30;9;SEG;22:40:00;Teórica;BLOCO.E209
GAUT;GELE7317;656004;17:25:00;PROCESSAMENTO DE SINAIS I;20;7;QUI;19:10:00;Prática;SALA E-214
GAUT;GELE7317;656004;17:25:00;PROCESSAMENTO DE SINAIS I;20;7;QUA;19:10:00;Teórica;L-31
GELT;GELE7317;362551;17:25:00;PROCESSAMENTO DE SINAIS I;25;7;QUA;19:10:00;Teórica;L-31
GELT;GELE7317;362551;17:25:00;PROCESSAMENTO DE SINAIS I;25;7;QUI;19:10:00;Prática;SALA E-214
GTEL;GELE7317;562551;17:25:00;PROCESSAMENTO DE SINAIS I;20;9;QUA;19:10:00;Teórica;L-31
GTEL;GELE7317;562551;17:25:00;PROCESSAMENTO DE SINAIS I;20;9;QUI;19:10:00;Prática;
GELT;GELE7320;307320;14:30:00;PROCESSAMENTO DE SINAIS II;25;7;QUI;17:20:00;Teórica;SALA E-214
GPROD;GMEC7309;450086;09:55:00;PROCESSO DE FABRICAÇÃO;40;40;SEG;12:35:00;Teórica;L-31
GPROD;GMEC7309;450086;20:00:00;PROCESSO DE FABRICAÇÃO;40;40;QUI;21:50:00;Prática;PAVILHÃOIV
GMEC;GMEC7404;150490;07:00:00;PROCESSO DE FABRICAÇÃO I;50;50;QUI;09:40:00;Teórica;H-102
GMEC;GMEC7404;150490;08:50:00;PROCESSO DE FABRICAÇÃO I;50;50;SEX;12:35:00;Prática;M 4
GMEC;GMEC7304;160583;07:55:00;PROCESSO DE FABRICAÇÃO II;40;30;QUA;10:45:00;Teórica;L-22
GMEC;GMEC7304;160583;10:50:00;PROCESSO DE FABRICAÇÃO II;40;30;SEX;12:35:00;Prática;L-31
GAUT;GELE7335;657004;14:30:00;PROCESSO PETROQUÍMICO;20;10;SEG;17:20:00;Teórica;CAMPIII201
GAUT;GELE7347;607347;09:00:00;PROGRAMAÇÃO BÁSICA DE CLP;6;6;TER;12:40:00;Teórica;
WEB;GTSI1412;600004;18:20:00;PROGRAMAÇÃO DE CLIENTE WEB;20;9;SEX;21:40:00;Teórica;PAV01LAB03
BCC;GCC1925;900001;18:20:00;PROGRAMAÇÃO DE CLIENTES WEB;10;10;SEX;21:40:00;Teórica;
BCC;GCC1928;901928;18:20:00;PROGRAMAÇÃO DE SERVIDORES WEB;25;6;QUI;21:40:00;Teórica;PAV01LAB03
WEB;GTSI1251;640044;18:20:00;PROGRAMAÇÃO DE SERVIDORES WEB;25;3;QUI;21:50:00;Teórica;PAV01LAB03
BCC;GCC1415;940003;18:20:00;PROGRAMAÇÃO DE SOFTWARE PARA WEB;25;10;SEX;21:50:00;Teórica;PAV1LAB02
WEB;GTSI1442;640001;18:20:00;PROGRAMAÇÃO DE SOFTWARE PARA WEB;25;5;SEX;21:50:00;Teórica;PAV1LAB02
BCC;GCC1311;930004;18:20:00;PROGRAMAÇÃO ORIENTADA A OBJETOS;25;24;QUA;21:50:00;Teórica;LAB-1
WEB;GTSI1433;620009;18:20:00;PROGRAMAÇÃO ORIENTADA A OBJETOS;25;23;QUA;21:50:00;Prática;LAB-1
BCC;GCC1103;910005;18:20:00;PROJETO DE ALGORITMOS COMPUTACIONAIS;32;9;SEX;20:00:00;Teórica;
BCC;GCC1103;910005;18:20:00;PROJETO DE ALGORITMOS COMPUTACIONAIS;32;9;QUA;20:00:00;Teórica;H-101
WEB;GTSI1413;600012;18:20:00;PROJETO DE ALGORITMOS COMPUTACIONAIS;6;5;QUA;20:00:00;Teórica;
WEB;GTSI1413;600012;18:20:00;PROJETO DE ALGORITMOS COMPUTACIONAIS;6;5;SEX;20:00:00;Teórica;H-101
BCC;GCC1417;940005;18:20:00;PROJETO DE BANCO DE DADOS;25;12;TER;21:50:00;Teórica;PAV01LAB03
WEB;GTSI1445;650099;18:20:00;PROJETO DE BANCO DE DADOS;25;22;TER;21:50:00;Teórica;PAV01LAB03
GAUT;GELE7353;607553;07:00:00;PROJETO DE PROTÓTIPOS II;10;0;SEG;10:40:00;Teórica;E 201
GAUT;GELE7353;607553;07:00:00;PROJETO DE PROTÓTIPOS II;10;0;QUA;10:40:00;Teórica;
GPROD;GPRO7204;470095;17:25:00;PROJETO DO  PRODUTO;40;40;QUI;20:00:00;Teórica;E-307
BCC;GCC1733;991733;18:20:00;PROJETO E CONSTRUÇÃO DE SISTEMAS;25;7;SEX;21:50:00;Teórica;PAV1SALA01
WEB;GTSI1467;600011;18:20:00;PROJETO E CONSTRUÇÃO DE SISTEMAS;20;0;SEX;21:50:00;Teórica;
GCIV;GCIV8302;720017;18:20:00;PROJETO ESTRUTURANTE I;45;34;QUA;20:00:00;Teórica;D-214
GCIV;GCIV8405;730026;18:20:00;PROJETO ESTRUTURANTE II;40;39;TER;20:00:00;Teórica;D-208
GMEC;GMEC1602;190611;;Projeto Final;50;1;;;;
GELT;GELE1102;301102;;Projeto Final (Eletrônica);30;6;;;;
GEL;GELE1005;291005;;Projeto Final (Eletrotécnica);5;2;;;;
GAUT;GELE7331;658001;;PROJETO FINAL I;30;9;;;;
GELT;GELE7102;382562;;PROJETO FINAL I;25;9;;;;
GEL;GELE7005;282560;;PROJETO FINAL I;30;9;;;;
GCIV;GCIV8907;780023;14:30:00;PROJETO FINAL I;40;29;QUI;18:15:00;Teórica;
GMEC;GMEC7602;190612;;PROJETO FINAL I;50;16;;;;
GPROD;GPRO7808;480090;17:25:00;PROJETO FINAL I;40;19;TER;19:10:00;Prática;
GPROD;GPRO7808;480090;17:25:00;PROJETO FINAL I;40;19;QUA;19:10:00;Prática;
GPROD;GPRO7808;480090-B;13:35:00;PROJETO FINAL I;40;16;TER;17:25:00;Prática;
GTEL;GELE7202;580534;19:10:00;PROJETO FINAL I;30;9;QUI;20:50:00;Teórica;
GCIV;GCIV8003;780026;14:30:00;PROJETO FINAL II;40;36;QUI;18:15:00;Teórica;
GAUT;GELE7337;658010;;PROJETO FINAL II;100;9;;;;
GEL;GELE7315;282599;;PROJETO FINAL II;30;18;;;;
GELT;GELE7323;300007;;PROJETO FINAL II;25;11;;;;
GMEC;GMEC7603;190609;;PROJETO FINAL II;30;9;;;;
GPROD;GPRO7809;480092;17:25:00;PROJETO FINAL II;40;14;TER;20:50:00;Prática;
GPROD;GPRO7809;480092-B;13:35:00;PROJETO FINAL II;40;31;TER;17:25:00;Prática;
GTEL;GELE7328;500007;19:10:00;PROJETO FINAL II;30;17;QUI;20:50:00;Teórica;
GPROD;GPRO7205;460095;09:55:00;PROJETO ORGANIZACIONAL;40;40;SEG;12:35:00;Teórica;L-34
GMEC;GMEC7305;170303;08:50:00;PROJETOS DE FERRAMENTAS;50;45;QUI;12:35:00;Teórica;E-303
GAUT;GDES1501;601501;07:00:00;PROJETOS E PROTÓTIPOS I;3;3;QUA;10:40:00;Prática;
GAUT;GDES1501;601501;07:00:00;PROJETOS E PROTÓTIPOS I;3;3;SEG;10:40:00;Prática;E 201
GTEL;GELE7283;570526;18:20:00;PROPAGAÇÃO DE ONDAS;50;7;QUI;20:50:00;Teórica;D-304
GEL;GELE7008;282557;18:20:00;PROTEÇÃO DO SISTEMA ELÉTRICO;30;7;SEX;20:50:00;Teórica;D-202
GTEL;GELE7286;560478;13:35:00;PROTOCOLOS;50;10;SEG;16:25:00;Teórica;E 201
GPROD;GPRO7810;470096;09:55:00;PSICOLOGIA E SOCIOLOGIA DO TRABALHO;50;32;TER;12:35:00;Teórica;L-21
GAUT;GEXT7702;650004;14:30:00;QUÍMICA;7;5;TER;16:25:00;Teórica;H-104
GAUT;GEXT7702;650004;12:40:00;QUÍMICA;7;5;SEX;14:25:00;Prática;H-103
AMB;GFSQ9201;130001;17:30:00;QUÍMICA;10;10;SEX;19:10:00;Teórica;A-303
AMB;GFSQ9201;130001;17:30:00;QUÍMICA;10;10;QUA;19:10:00;Teórica;A-303
GEL;GEXT7702;201022;16:30:00;QUÍMICA;7;4;SEX;18:15:00;Prática;L-21
GEL;GEXT7702;201022;16:30:00;QUÍMICA;7;4;TER;18:15:00;Teórica;H-103
GCIV;GEXT7702;700004-B;14:30:00;QUÍMICA;7;2;SEX;16:25:00;Prática;L-23
GCIV;GEXT7702;700004-B;12:40:00;QUÍMICA;7;2;TER;14:25:00;Teórica;H-101
GCIV;GEXT7702;700004-A;14:30:00;QUÍMICA;7;5;SEX;16:25:00;Prática;L-31
GCIV;GEXT7702;700004-A;12:40:00;QUÍMICA;7;5;TER;14:25:00;Teórica;H-101
GELT;GEXT7702;301022;16:30:00;QUÍMICA;7;0;TER;18:15:00;Teórica;H-103
GELT;GEXT7702;301022;16:30:00;QUÍMICA;7;0;SEX;18:15:00;Prática;L-21
GMEC;GEXT7702;101024-A;12:40:00;QUÍMICA;29;7;TER;14:25:00;Teórica;H-104
GMEC;GEXT7702;101024-A;07:00:00;QUÍMICA;29;7;SEX;08:45:00;Prática;H-103
GMEC;GEXT7702;101024-B;12:40:00;QUÍMICA;29;6;TER;14:25:00;Teórica;
GMEC;GEXT7702;101024-B;07:00:00;QUÍMICA;29;6;SEX;08:45:00;Prática;H-104
GPROD;GEXT7702;400004-A;08:50:00;QUÍMICA;7;7;TER;10:45:00;Teórica;H-104
GPROD;GEXT7702;400004-A;08:50:00;QUÍMICA;7;7;SEX;10:45:00;Prática;H-103
GPROD;GEXT7702;400004-B;08:50:00;QUÍMICA;7;5;TER;10:45:00;Teórica;H-104
GPROD;GEXT7702;400004-B;08:50:00;QUÍMICA;7;5;SEX;10:45:00;Prática;
GTEL;GEXT7702;501024;14:30:00;QUÍMICA;7;4;TER;16:25:00;Teórica;L-34
GTEL;GEXT7702;501024;12:40:00;QUÍMICA;7;4;SEX;14:25:00;Prática;H-103
AMB;GFSQ9205;130010;19:10:00;QUÍMICA AMBIENTAL;60;34;SEX;22:40:00;Teórica;A-305
GAMB;GEAMB1102;162004;;QUÍMICA GERAL E INORGÂNICA;50;0;;;;
GCIV;GCIV0805;700008;20:00:00;RECUPERAÇÃO DE ESTRUTURA DE CONCRETO ARMADO;20;20;QUA;21:50:00;Teórica;D-216
AMB;GEDA9219;130019;17:30:00;RECURSOS NATURAIS E CONSERVAÇÃO DE ENERGIA;60;18;TER;20:00:00;Teórica;A-301
GCIV;GCIV8806;770015;15:35:00;RECURSOS NATURAIS I;40;32;SEX;17:20:00;Teórica;PAV2/P222
GAUT;GELE7272;657002;16:30:00;REDES I;20;6;QUA;18:15:00;Teórica;L-22
GAUT;GELE7272;657002;18:20:00;REDES I;20;6;QUA;20:00:00;Prática;E202
GELT;GELE7272;372557;16:30:00;REDES I;25;7;QUA;18:15:00;Teórica;L-22
GELT;GELE7272;372557;18:20:00;REDES I;25;7;QUA;20:00:00;Prática;E202
GTEL;GELE7272;572557;16:30:00;REDES I;30;12;QUA;18:15:00;Teórica;L-22
GTEL;GELE7272;572557;18:15:00;REDES I;30;12;QUA;20:00:00;Prática;E202
GTEL;GELE7321;580535;19:10:00;REDES II;50;11;TER;21:50:00;Teórica;H-104
AMB;GEDA9217;130023;20:00:00;RESÍDUOS SÓLIDOS URBANOS E LIMPEZA PÚBLICAS;60;29;SEG;22:40:00;Teórica;
GMEC;GMEC7005;140004;08:50:00;RESISTÊNCIA DE MATERIAIS II;50;50;SEG;10:45:00;Teórica;E-305
GMEC;GMEC7005;140004;08:50:00;RESISTÊNCIA DE MATERIAIS II;50;50;TER;10:45:00;Teórica;E-305
GAUT;GMEC7006;653033;12:40:00;RESISTÊNCIA DE MATERIAIS III;20;10;SEX;15:20:00;Teórica;E-301
GEL;GMEC7006;233267;12:40:00;RESISTÊNCIA DE MATERIAIS III;21;14;SEX;15:20:00;Teórica;E-301
GELT;GMEC7006;333267;12:40:00;RESISTÊNCIA DE MATERIAIS III;20;5;SEX;15:20:00;Teórica;E-301
GPROD;GMEC7006;430074;07:00:00;RESISTÊNCIA DE MATERIAIS III;45;45;TER;09:40:00;Teórica;L-21
GTEL;GMEC7006;530262;12:40:00;RESISTÊNCIA DE MATERIAIS III;20;10;SEX;15:20:00;Teórica;E-301
GCIV;GCIV8406;730027;19:10:00;RESISTÊNCIA DOS MATERIAIS I;40;40;SEG;21:50:00;Teórica;H-101
GMEC;GMEC7004;130354;10:50:00;RESISTÊNCIA DOS MATERIAIS I;50;42;TER;12:35:00;Teórica;L-35
GMEC;GMEC7004;130354;10:50:00;RESISTÊNCIA DOS MATERIAIS I;50;42;SEX;12:35:00;Teórica;E-303
GCIV;GCIV8507;740033;19:10:00;RESISTÊNCIA DOS MATERIAIS II;40;40;QUA;21:50:00;Teórica;D-218
